0.000000000000000000e+00,7.683442182097580033e-04
0.000000000000000000e+00,1.152516327314636897e-03
0.000000000000000000e+00,1.536688436419516007e-03
5.410377103284098790e-05,1.536688436419516007e-03
5.410377103284098790e-05,1.920860545524394900e-03
5.410377103284098790e-05,2.305032654629273793e-03
5.410377103284098790e-05,2.689204763734152903e-03
5.410377103284098790e-05,3.073376872839032013e-03
5.410377103284098790e-05,3.457548981943910690e-03
5.410377103284098790e-05,3.841721091048789800e-03
1.082075420656819758e-04,3.841721091048789800e-03
1.082075420656819758e-04,4.225893200153668476e-03
1.623113130985229637e-04,4.225893200153668476e-03
2.164150841313639516e-04,4.225893200153668476e-03
2.164150841313639516e-04,4.610065309258547586e-03
2.164150841313639516e-04,4.994237418363426696e-03
2.164150841313639516e-04,5.378409527468305806e-03
2.164150841313639516e-04,5.762581636573184916e-03
2.164150841313639516e-04,6.530925854782943137e-03
2.705188551642049395e-04,6.530925854782943137e-03
3.246226261970459274e-04,6.530925854782943137e-03
3.246226261970459274e-04,6.915097963887821379e-03
3.787263972298869153e-04,6.915097963887821379e-03
3.787263972298869153e-04,7.299270072992700489e-03
4.328301682627279032e-04,7.299270072992700489e-03
4.328301682627279032e-04,8.067614291202458709e-03
4.869339392955688911e-04,8.451786400307336952e-03
4.869339392955688911e-04,8.835958509412216930e-03
4.869339392955688911e-04,9.220130618517095172e-03
5.410377103284098790e-04,9.604302727621975150e-03
5.410377103284098790e-04,9.988474836726853393e-03
6.492452523940918548e-04,1.037264694583173337e-02
7.033490234269328427e-04,1.037264694583173337e-02
7.574527944597738306e-04,1.037264694583173337e-02
8.115565654926148184e-04,1.075681905493661161e-02
8.115565654926148184e-04,1.114099116404148986e-02
8.115565654926148184e-04,1.152516327314636983e-02
9.197641075582967942e-04,1.190933538225124808e-02
9.738678785911377821e-04,1.306185170956588627e-02
9.738678785911377821e-04,1.383019592777564276e-02
9.738678785911377821e-04,1.536688436419515920e-02
9.738678785911377821e-04,1.575105647330003744e-02
9.738678785911377821e-04,1.613522858240491742e-02
1.082075420656819758e-03,1.613522858240491742e-02
1.136179191689660854e-03,1.767191701882443386e-02
1.190282962722501734e-03,1.805608912792931384e-02
1.190282962722501734e-03,1.844026123703419034e-02
1.298490504788183710e-03,1.844026123703419034e-02
1.352594275821024806e-03,1.882443334613907032e-02
1.514905588919547661e-03,1.920860545524395030e-02
1.569009359952388757e-03,1.959277756434882681e-02
1.569009359952388757e-03,2.074529389166346674e-02
1.677216902018070733e-03,2.074529389166346674e-02
1.677216902018070733e-03,2.189781021897810320e-02
1.677216902018070733e-03,2.228198232808297971e-02
1.785424444083752709e-03,2.228198232808297971e-02
1.839528215116593588e-03,2.228198232808297971e-02
1.947735757182275564e-03,2.343449865539761964e-02
2.001839528215116661e-03,2.458701498271225611e-02
2.001839528215116661e-03,2.497118709181713261e-02
2.001839528215116661e-03,2.535535920092201259e-02
2.001839528215116661e-03,2.650787552823664905e-02
2.055943299247957757e-03,2.766039185555128552e-02
2.110047070280798420e-03,2.842873607376104547e-02
2.164150841313639516e-03,2.919708029197080196e-02
2.218254612346480612e-03,2.996542451018056191e-02
2.326462154412162371e-03,3.265462927391471482e-02
2.326462154412162371e-03,3.303880138301959479e-02
2.380565925445003467e-03,3.380714560122934781e-02
2.380565925445003467e-03,3.495966192854398774e-02
2.434669696477844564e-03,3.572800614675374770e-02
2.542877238543526323e-03,3.688052247406838069e-02
2.596981009576367419e-03,3.764886669227814064e-02
2.705188551642049612e-03,3.880138301959278058e-02
2.759292322674890274e-03,3.918555512869765362e-02
2.813396093707731371e-03,4.072224356511717352e-02
2.975707406806254226e-03,4.110641567422205350e-02
3.029811177839095322e-03,4.110641567422205350e-02
3.029811177839095322e-03,4.225893200153668650e-02
3.138018719904777515e-03,4.264310411064156647e-02
3.138018719904777515e-03,4.379562043795620641e-02
3.246226261970459274e-03,4.417979254706108638e-02
3.300330033003300370e-03,4.610065309258547933e-02
3.354433804036141466e-03,4.686899731079523929e-02
3.408537575068982129e-03,4.725316941990011232e-02
3.516745117134664322e-03,4.763734152900499230e-02
3.570848888167505418e-03,4.878985785631963223e-02
3.624952659200346081e-03,4.917402996542451221e-02
3.787263972298869370e-03,4.955820207452939219e-02
3.787263972298869370e-03,4.994237418363426523e-02
3.841367743331710032e-03,5.224740683826354509e-02
4.003679056430233321e-03,5.224740683826354509e-02
4.165990369528756176e-03,5.339992316557817809e-02
4.165990369528756176e-03,5.416826738378793804e-02
4.220094140561596839e-03,5.416826738378793804e-02
4.328301682627279032e-03,5.455243949289281802e-02
4.490612995725801887e-03,5.455243949289281802e-02
4.544716766758643417e-03,5.570495582020745101e-02
4.761131850890006935e-03,5.724164425662697092e-02
4.869339392955689128e-03,5.916250480215136387e-02
4.977546935021371320e-03,6.069919323857087684e-02
5.085754477087052645e-03,6.223588167499039675e-02
5.193962019152734838e-03,6.338839800230502974e-02
5.356273332251257693e-03,6.377257011140990972e-02
5.518584645349780549e-03,6.454091432961966968e-02
5.680895958448304271e-03,6.607760276603918959e-02
5.734999729481144934e-03,6.723011909335381564e-02
5.843207271546827127e-03,6.761429120245869562e-02
6.059622355678190644e-03,7.030349596619285546e-02
6.276037439809555030e-03,7.030349596619285546e-02
6.492452523940918548e-03,7.068766807529773544e-02
6.708867608072282933e-03,7.184018440261237537e-02
6.871178921170805788e-03,7.299270072992700142e-02
6.979386463236487981e-03,7.491356127545140131e-02
7.195801547367851499e-03,7.568190549366116127e-02
7.412216631499215884e-03,7.683442182097580120e-02
7.520424173564897209e-03,7.760276603918556115e-02
7.790943028729102257e-03,7.837111025739530723e-02
7.953254341827625112e-03,7.952362658470994716e-02
8.169669425958989498e-03,8.182865923933922703e-02
8.386084510090353883e-03,8.374951978486361304e-02
8.764810907320239389e-03,8.451786400307337299e-02
9.035329762484445304e-03,8.605455243949289290e-02
