0.000000000000000000e+00,0.000000000000000000e+00
1.623113130985229637e-04,3.841721091048790017e-04
3.246226261970459274e-04,7.683442182097580033e-04
5.410377103284098790e-04,1.152516327314636897e-03
7.574527944597738306e-04,1.920860545524394900e-03
2.164150841313639516e-03,4.610065309258547586e-03
3.138018719904777515e-03,5.762581636573184916e-03
3.679056430233187177e-03,5.762581636573184916e-03
4.274197911594438369e-03,7.299270072992700489e-03
6.654763837039441403e-03,1.114099116404148986e-02
2.445490450684412870e-02,6.953515174798309550e-02
3.219174376454039116e-02,9.028044563964655878e-02
5.280528052805280592e-02,1.682673837879369860e-01
5.323811069631553122e-02,1.686515558970418660e-01
5.383325217767678111e-02,1.686515558970418660e-01
5.453660120110371406e-02,1.686515558970418660e-01
5.837796894443542800e-02,1.782558586246638377e-01
5.913542173889520248e-02,1.797925470610833576e-01
7.255315695503976314e-02,2.193622742988859120e-01
7.341881729156522762e-02,2.205147906262005242e-01
9.473570307850456840e-02,2.789089512101421420e-01
9.949683492939458140e-02,2.854398770649250738e-01
1.001460801817886659e-01,2.858240491740299816e-01
1.007953254341827642e-01,2.865923933922397415e-01
1.060974949954011787e-01,3.038801383019592572e-01
1.252502299410268860e-01,3.399923165578179196e-01
1.467835308120976068e-01,3.761044948136765265e-01
1.716171617161716123e-01,4.087591240875912413e-01
1.828707460910025395e-01,4.233576642335766249e-01
2.075961694530108759e-01,4.552439492892815798e-01
2.086782448736677065e-01,4.552439492892815798e-01
2.339447059460044442e-01,4.909719554360353344e-01
2.533138559757615038e-01,5.159431425278524497e-01
2.599145160417681288e-01,5.197848636189013050e-01
2.631066385327057167e-01,5.286208221283135167e-01
2.679218741546285920e-01,5.316941990011525565e-01
2.845317318617107682e-01,5.482135996926623678e-01
3.101769193312773898e-01,5.774106799846331350e-01
3.212140886219769786e-01,5.927775643488282231e-01
3.235405507763891020e-01,5.927775643488282231e-01
3.327381918519720649e-01,5.996926623127161182e-01
3.452361629605583682e-01,6.142912024587015019e-01
3.754260671968836505e-01,6.404149058778332293e-01
4.010712546664502720e-01,6.653860929696504556e-01
4.130281880647080905e-01,6.742220514790626673e-01
4.282313477249364286e-01,6.911256242796772753e-01
4.448953092030514256e-01,7.049558202074529545e-01
4.670778553265162447e-01,7.195543603534383381e-01
4.835254017204999033e-01,7.272378025355359377e-01
4.972136557918087063e-01,7.387629658086822815e-01
5.270789374019368978e-01,7.641183250096043045e-01
5.351403992858302372e-01,7.687283903188628642e-01
5.637071903911702320e-01,7.979254706108336315e-01
5.671157279662392137e-01,8.013830195927775790e-01
5.938970946274955143e-01,8.171340760660775748e-01
6.225179895038683853e-01,8.367268536304264259e-01
6.448087431693989569e-01,8.543987706492508494e-01
6.693718552183086645e-01,8.651555897041874887e-01
6.963155331926634828e-01,8.762965808682289248e-01
7.172536925823730369e-01,8.935843257779485516e-01
7.360818049018016396e-01,9.020361121782558556e-01
7.452794459773846025e-01,9.127929312331924949e-01
7.525834550668181189e-01,9.139454475605071071e-01
7.533409078612779419e-01,9.147137917787168115e-01
7.849375101444571179e-01,9.239339223972339310e-01
7.920251041497592404e-01,9.285439877064924907e-01
8.115024617215820246e-01,9.362274298885900903e-01
8.289238759941568446e-01,9.435266999615827821e-01
8.347129794946708259e-01,9.458317326162121175e-01
8.684737326191636075e-01,9.546676911256243292e-01
8.837309960504247108e-01,9.604302727621975011e-01
8.955256181355840672e-01,9.631194775259316332e-01
9.130552399502245287e-01,9.650403380714560608e-01
9.171130227776875810e-01,9.665770265078755807e-01
9.239842016988584206e-01,9.688820591625048051e-01
9.284207109235513844e-01,9.711870918171340294e-01
9.571498133419898968e-01,9.800230503265462412e-01
9.728940107125466641e-01,9.850172877449097086e-01
1.000000000000000000e+00,1.000000000000000000e+00
